unique_id,loan_defaulted
38802,False
38803,True
38804,False
38805,True
38806,False
38807,False
38808,False
38809,False
38810,False
38811,False
38812,False
38813,False
38814,True
38815,False
38816,False
38817,True
38818,True
38819,False
38820,False
38821,True
38822,False
38823,False
38824,True
38825,True
38826,False
38827,False
38828,False
38829,True
38830,False
38831,False
38832,False
38833,False
38834,True
38835,True
38836,True
38837,False
38838,False
38839,True
38840,False
38841,False
38842,True
38843,False
38844,False
38845,False
38846,False
38847,True
38848,True
38849,False
38850,False
38851,False
38852,False
38853,False
38854,True
38855,False
38856,False
38857,False
38858,False
38859,False
38860,False
38861,False
38862,False
38863,False
38864,False
38865,False
38866,False
38867,True
38868,False
38869,False
38870,False
38871,False
38872,True
38873,True
38874,True
38875,False
38876,False
38877,False
38878,False
38879,True
38880,False
38881,False
38882,False
38883,True
38884,False
38885,False
38886,False
38887,True
38888,False
38889,False
38890,False
38891,False
38892,True
38893,False
38894,False
38895,True
38896,True
38897,False
38898,False
38899,False
38900,False
38901,False
38902,False
38903,False
38904,False
38905,True
38906,False
38907,True
38908,True
38909,True
38910,False
38911,True
38912,False
38913,False
38914,True
38915,False
38916,False
38917,False
38918,True
38919,True
38920,True
38921,False
38922,False
38923,False
38924,False
38925,False
38926,False
38927,False
38928,True
38929,False
38930,True
38931,True
38932,True
38933,True
38934,True
38935,False
38936,False
38937,False
38938,False
38939,True
38940,True
38941,False
38942,True
38943,False
38944,False
38945,False
38946,False
38947,False
38948,False
38949,True
38950,False
38951,False
38952,False
38953,False
38954,False
38955,False
38956,False
38957,False
38958,True
38959,False
38960,False
38961,False
38962,False
38963,True
38964,False
38965,False
38966,True
38967,False
38968,False
38969,False
38970,False
38971,False
38972,False
38973,True
38974,False
38975,False
38976,False
38977,False
38978,True
38979,False
38980,False
38981,True
38982,True
38983,False
38984,False
38985,False
38986,False
38987,True
38988,False
38989,False
38990,False
38991,False
38992,False
38993,False
38994,False
38995,False
38996,False
38997,False
38998,False
38999,False
39000,True
39001,True
39002,True
39003,False
39004,False
39005,False
39006,False
39007,False
39008,True
39009,True
39010,False
39011,False
39012,True
39013,True
39014,False
39015,True
39016,False
39017,True
39018,False
39019,False
39020,True
39021,False
39022,False
39023,False
39024,False
39025,False
39026,True
39027,False
39028,True
39029,False
39030,False
39031,False
39032,True
39033,False
39034,False
39035,False
39036,False
39037,False
39038,False
39039,False
39040,False
39041,False
39042,False
39043,False
39044,False
39045,False
39046,True
39047,False
39048,False
39049,False
39050,False
39051,True
39052,False
39053,False
39054,False
39055,False
39056,False
39057,True
39058,False
39059,False
39060,False
39061,False
39062,False
39063,True
39064,False
39065,False
39066,False
39067,True
39068,False
39069,True
39070,False
39071,False
39072,False
39073,False
39074,False
39075,False
39076,False
39077,False
39078,False
39079,False
39080,False
39081,True
39082,False
39083,False
39084,False
39085,True
39086,False
39087,False
39088,True
39089,True
39090,False
39091,True
39092,False
39093,False
39094,False
39095,True
39096,True
39097,True
39098,True
39099,True
39100,True
39101,False
39102,True
39103,False
39104,False
39105,False
39106,False
39107,True
39108,False
39109,True
39110,False
39111,False
39112,False
39113,False
39114,True
39115,False
39116,True
39117,False
39118,False
39119,False
39120,False
39121,True
39122,True
39123,False
39124,False
39125,False
39126,True
39127,False
39128,False
39129,False
39130,True
39131,False
39132,False
39133,False
39134,True
39135,False
39136,False
39137,True
39138,False
39139,True
39140,False
39141,True
39142,False
39143,False
39144,True
39145,False
39146,False
39147,True
39148,False
39149,True
39150,True
39151,False
39152,True
39153,False
39154,False
39155,True
39156,True
39157,False
39158,False
39159,False
39160,False
39161,False
39162,False
39163,False
39164,False
39165,False
39166,False
39167,False
39168,False
39169,False
39170,True
39171,False
39172,True
39173,False
39174,False
39175,False
39176,False
39177,False
39178,False
39179,False
39180,False
39181,False
39182,False
39183,True
39184,True
39185,True
39186,False
39187,False
39188,False
39189,False
39190,True
39191,True
39192,False
39193,True
39194,False
39195,False
39196,False
39197,False
39198,True
39199,False
39200,False
39201,False
39202,True
39203,False
39204,False
39205,False
39206,False
39207,False
39208,False
39209,True
39210,False
39211,True
39212,False
39213,True
39214,True
39215,True
39216,False
39217,True
39218,True
39219,False
39220,True
39221,False
39222,False
39223,True
39224,True
39225,True
39226,False
39227,True
39228,True
39229,False
39230,True
39231,False
39232,False
39233,False
39234,True
39235,False
39236,False
39237,False
39238,True
39239,False
39240,True
39241,True
39242,True
39243,False
39244,False
39245,False
39246,False
39247,True
39248,False
39249,True
39250,False
39251,True
39252,False
39253,False
39254,False
39255,True
39256,False
39257,True
39258,False
39259,True
39260,False
39261,False
39262,True
39263,False
39264,False
39265,True
39266,False
39267,False
39268,False
39269,False
39270,False
39271,False
39272,True
39273,True
39274,False
39275,True
39276,False
39277,True
39278,False
39279,False
39280,False
39281,False
39282,True
39283,False
39284,False
39285,True
39286,True
39287,False
39288,False
39289,True
39290,False
39291,False
39292,False
39293,False
39294,False
39295,True
39296,True
39297,True
39298,False
39299,True
39300,False
39301,True
39302,False
39303,False
39304,True
39305,False
39306,False
39307,False
39308,True
39309,True
39310,False
39311,False
39312,False
39313,False
39314,True
39315,False
39316,False
39317,False
39318,True
39319,True
39320,False
39321,True
39322,False
39323,True
39324,True
39325,False
39326,False
39327,True
39328,False
39329,False
39330,False
39331,False
39332,False
39333,False
39334,False
39335,True
39336,False
39337,False
39338,False
39339,True
39340,False
39341,False
39342,False
39343,True
39344,False
39345,False
39346,False
39347,False
39348,False
39349,False
39350,False
39351,False
39352,False
39353,False
39354,False
39355,False
39356,False
39357,False
39358,False
39359,True
39360,False
39361,False
39362,False
39363,False
39364,False
39365,False
39366,False
39367,True
39368,True
39369,False
39370,True
39371,False
39372,False
39373,False
39374,False
39375,False
39376,False
39377,True
39378,False
39379,False
39380,True
39381,False
39382,True
39383,True
39384,True
39385,False
39386,False
39387,False
39388,True
39389,False
39390,True
39391,False
39392,False
39393,True
39394,False
39395,True
39396,False
39397,True
39398,True
39399,True
39400,False
39401,True
39402,False
39403,False
39404,False
39405,True
39406,True
39407,False
39408,False
39409,False
39410,True
39411,False
39412,False
39413,False
39414,False
39415,False
39416,False
39417,True
39418,False
39419,False
39420,False
39421,True
39422,True
39423,False
39424,True
39425,False
39426,False
39427,False
39428,True
39429,True
39430,False
39431,True
39432,False
39433,False
39434,True
39435,False
39436,True
39437,False
39438,False
39439,False
39440,True
39441,False
39442,False
39443,False
39444,False
39445,False
39446,False
39447,True
39448,True
39449,True
39450,True
39451,False
39452,False
39453,False
39454,False
39455,True
39456,True
39457,False
39458,True
39459,False
39460,True
39461,False
39462,False
39463,True
39464,False
39465,False
39466,False
39467,False
39468,False
39469,False
39470,False
39471,False
39472,False
39473,False
39474,False
39475,False
39476,True
39477,False
39478,False
39479,True
39480,False
39481,True
39482,False
39483,False
39484,False
39485,False
39486,True
39487,False
39488,False
39489,True
39490,False
39491,False
39492,True
39493,False
39494,True
39495,False
39496,True
39497,False
39498,True
39499,True
39500,False
39501,False
39502,False
39503,False
39504,False
39505,False
39506,False
39507,False
39508,False
39509,False
39510,False
39511,False
39512,False
39513,True
39514,False
39515,True
39516,False
39517,True
39518,True
39519,False
39520,False
39521,False
39522,False
39523,True
39524,True
39525,False
39526,True
39527,True
39528,True
39529,True
39530,False
39531,False
39532,False
39533,False
39534,True
39535,True
39536,False
39537,True
39538,False
39539,False
39540,True
39541,True
39542,False
39543,False
39544,True
39545,False
39546,True
39547,True
39548,True
39549,True
39550,False
39551,False
39552,False
39553,False
39554,False
39555,False
39556,True
39557,True
39558,False
39559,False
39560,False
39561,False
39562,False
39563,False
39564,True
39565,False
39566,False
39567,False
39568,False
39569,True
39570,False
39571,False
39572,True
39573,False
39574,False
39575,False
39576,True
39577,False
39578,False
39579,False
39580,False
39581,False
39582,False
39583,False
39584,False
39585,True
39586,False
39587,False
39588,True
39589,False
39590,False
39591,False
39592,True
39593,False
39594,False
39595,False
39596,False
39597,True
39598,False
39599,True
39600,False
39601,False
39602,True
39603,False
39604,True
39605,True
39606,False
39607,False
39608,False
39609,True
39610,True
39611,False
39612,True
39613,False
39614,True
39615,False
39616,False
39617,True
39618,False
39619,False
39620,False
39621,False
39622,True
39623,True
39624,False
39625,False
39626,True
39627,False
39628,True
39629,False
39630,False
39631,True
39632,False
39633,False
39634,False
39635,False
39636,True
39637,False
39638,True
39639,True
39640,False
39641,True
39642,False
39643,False
39644,False
39645,False
39646,False
39647,False
39648,False
39649,False
39650,False
39651,False
39652,False
39653,False
39654,True
39655,False
39656,False
39657,False
39658,False
39659,False
39660,False
39661,False
39662,True
39663,False
39664,True
39665,False
39666,False
39667,False
39668,False
39669,False
39670,False
39671,True
39672,False
39673,True
39674,False
39675,False
39676,True
39677,True
39678,False
39679,True
39680,False
39681,False
39682,False
39683,True
39684,False
39685,True
39686,True
39687,False
39688,False
39689,False
39690,False
39691,False
39692,False
39693,False
39694,False
39695,True
39696,False
39697,False
39698,False
39699,True
39700,True
39701,False
39702,True
39703,True
39704,True
39705,False
39706,False
39707,True
39708,False
39709,True
39710,False
39711,False
39712,True
39713,True
39714,False
39715,False
39716,False
39717,False
39718,False
39719,True
39720,False
39721,True
39722,False
39723,False
39724,False
39725,False
39726,True
39727,False
39728,False
39729,False
39730,False
39731,True
39732,False
39733,False
39734,False
39735,False
39736,False
39737,True
39738,False
39739,False
39740,False
39741,True
39742,False
39743,False
39744,True
39745,False
39746,False
39747,False
39748,False
39749,True
39750,True
39751,True
39752,True
39753,False
39754,False
39755,False
39756,False
39757,True
39758,True
39759,False
39760,False
39761,False
39762,False
39763,False
39764,False
39765,False
39766,True
39767,False
39768,True
39769,True
39770,True
39771,True
39772,False
39773,False
39774,True
39775,True
39776,False
39777,False
39778,False
39779,False
39780,True
39781,True
39782,False
39783,False
39784,True
39785,False
39786,True
39787,False
39788,True
39789,False
39790,False
39791,False
39792,False
39793,False
39794,False
39795,False
39796,False
39797,False
39798,False
39799,True
39800,False
39801,True
39802,False
39803,True
39804,True
39805,False
39806,False
39807,True
39808,False
39809,True
39810,False
39811,True
39812,True
39813,False
39814,True
39815,False
39816,False
39817,False
39818,False
39819,False
39820,False
39821,True
39822,False
39823,False
39824,True
39825,False
39826,False
39827,True
39828,False
39829,False
39830,False
39831,True
39832,True
39833,False
39834,True
39835,False
39836,True
39837,True
39838,True
39839,False
39840,True
39841,False
39842,False
39843,False
39844,False
39845,False
39846,True
39847,False
39848,False
39849,False
39850,True
39851,False
39852,False
39853,False
39854,False
39855,False
39856,False
39857,True
39858,False
39859,False
39860,False
39861,True
39862,False
39863,False
39864,False
39865,False
39866,False
39867,False
39868,False
39869,False
39870,False
39871,True
39872,False
39873,False
39874,False
39875,False
39876,False
39877,True
39878,False
39879,True
39880,False
39881,True
39882,True
39883,True
39884,False
39885,False
39886,False
39887,False
39888,False
39889,True
39890,True
39891,True
39892,False
39893,False
39894,False
39895,True
39896,False
39897,True
39898,True
39899,True
39900,True
39901,False
39902,False
39903,True
39904,False
39905,False
39906,False
39907,True
39908,False
39909,False
39910,False
39911,False
39912,False
39913,False
39914,False
39915,False
39916,True
39917,False
39918,False
39919,True
39920,False
39921,True
39922,False
39923,False
39924,False
39925,False
39926,False
39927,False
39928,True
39929,False
39930,True
39931,False
39932,False
39933,False
39934,True
39935,False
39936,True
39937,True
39938,True
39939,True
39940,False
39941,False
39942,False
39943,False
39944,True
39945,True
39946,False
39947,True
39948,False
39949,False
39950,False
39951,False
39952,True
39953,True
39954,False
39955,False
39956,True
39957,False
39958,False
39959,True
39960,False
39961,True
39962,False
39963,False
39964,True
39965,False
39966,False
39967,False
39968,False
39969,False
39970,True
39971,True
39972,False
39973,False
39974,True
39975,True
39976,False
39977,False
39978,False
39979,True
39980,False
39981,True
39982,False
39983,False
39984,True
39985,False
39986,False
39987,False
39988,True
39989,False
39990,True
39991,False
39992,False
39993,False
39994,False
39995,False
39996,False
39997,False
39998,False
39999,True
40000,False
40001,False
40002,True
40003,False
40004,False
40005,True
40006,False
40007,False
40008,False
40009,False
40010,False
40011,True
40012,False
40013,True
40014,False
40015,False
40016,False
40017,False
40018,False
40019,False
40020,False
40021,True
40022,True
40023,False
40024,False
40025,False
40026,False
40027,False
40028,True
40029,False
40030,False
40031,False
40032,True
40033,False
40034,True
40035,False
40036,True
40037,False
40038,False
40039,True
40040,False
40041,False
40042,True
40043,False
40044,False
40045,True
40046,False
40047,False
40048,True
40049,True
40050,True
40051,False
40052,False
40053,False
40054,False
40055,False
40056,False
40057,False
40058,False
40059,False
40060,False
40061,False
40062,False
40063,False
40064,False
40065,False
40066,True
40067,False
40068,False
40069,True
40070,False
40071,True
40072,True
40073,True
40074,False
40075,False
40076,False
40077,False
40078,False
40079,False
40080,False
40081,False
40082,True
40083,False
40084,False
40085,True
40086,False
40087,False
40088,True
40089,False
40090,True
40091,False
40092,False
40093,False
40094,True
40095,False
40096,False
40097,False
40098,False
40099,False
40100,False
40101,True
40102,True
40103,False
40104,False
40105,False
40106,True
40107,False
40108,False
40109,True
40110,False
40111,False
40112,False
40113,True
40114,False
40115,True
40116,True
40117,False
40118,False
40119,False
40120,True
40121,False
40122,False
40123,False
40124,False
40125,False
40126,False
40127,False
40128,True
40129,False
40130,False
40131,False
40132,False
40133,False
40134,False
40135,False
40136,False
40137,True
40138,False
40139,False
40140,False
40141,False
40142,False
40143,False
40144,False
40145,False
40146,True
40147,False
40148,False
40149,False
40150,False
40151,False
40152,True
40153,False
40154,False
40155,False
40156,False
40157,False
40158,False
40159,True
40160,False
40161,False
40162,False
40163,True
40164,True
40165,False
40166,False
40167,False
40168,True
40169,False
40170,False
40171,False
40172,True
40173,False
40174,True
40175,False
40176,False
40177,False
40178,False
40179,False
40180,True
40181,False
40182,False
40183,False
40184,False
40185,True
40186,False
40187,False
40188,True
40189,False
40190,False
40191,True
40192,False
40193,False
40194,False
40195,False
40196,False
40197,False
40198,True
40199,True
40200,True
40201,True
40202,False
40203,False
40204,True
40205,False
40206,False
40207,False
40208,False
40209,False
40210,False
40211,True
40212,True
40213,False
40214,True
40215,False
40216,True
40217,True
40218,False
40219,False
40220,False
40221,False
40222,False
40223,True
40224,False
40225,False
40226,False
40227,True
40228,False
40229,False
40230,False
40231,False
40232,False
40233,True
40234,True
40235,True
40236,False
40237,False
40238,False
40239,True
40240,True
40241,False
40242,True
40243,True
40244,False
40245,True
40246,False
40247,False
40248,False
40249,False
40250,True
40251,False
40252,False
40253,False
40254,True
40255,True
40256,False
40257,False
40258,False
40259,False
40260,False
40261,True
40262,False
40263,False
40264,False
40265,False
40266,False
40267,False
40268,True
40269,False
40270,False
40271,True
40272,False
40273,False
40274,False
40275,False
40276,False
40277,True
40278,False
40279,True
40280,True
40281,False
40282,False
40283,True
40284,False
40285,False
40286,False
40287,True
40288,False
40289,True
40290,False
40291,True
40292,False
40293,False
40294,False
40295,False
40296,True
40297,True
40298,False
40299,False
40300,True
40301,False
40302,True
40303,False
40304,False
40305,True
40306,False
40307,False
40308,False
40309,False
40310,False
40311,True
40312,False
40313,False
40314,False
40315,False
40316,True
40317,True
40318,False
40319,False
40320,False
40321,False
40322,False
40323,True
40324,False
40325,False
40326,True
40327,False
40328,False
40329,True
40330,False
40331,False
40332,True
40333,True
40334,False
40335,False
40336,False
40337,False
40338,False
40339,True
40340,False
40341,False
40342,False
40343,False
40344,False
40345,True
40346,False
40347,False
40348,False
40349,True
40350,False
40351,True
40352,False
40353,False
40354,False
40355,False
40356,True
40357,False
40358,False
40359,False
40360,True
40361,False
40362,True
40363,False
40364,False
40365,False
40366,False
40367,False
40368,False
40369,True
40370,True
40371,False
40372,False
40373,False
40374,True
40375,True
40376,False
40377,True
40378,True
40379,True
40380,False
40381,False
40382,False
40383,False
40384,True
40385,False
40386,True
40387,False
40388,False
40389,False
40390,False
40391,False
40392,False
40393,False
40394,False
40395,False
40396,True
40397,False
40398,False
40399,False
40400,False
40401,True
40402,False
40403,True
40404,False
40405,False
40406,False
40407,False
40408,False
40409,True
40410,True
40411,False
40412,False
40413,False
40414,True
40415,False
40416,False
40417,True
40418,True
40419,False
40420,False
40421,True
40422,False
40423,False
40424,True
40425,False
40426,False
40427,True
40428,False
40429,False
40430,False
40431,False
40432,False
40433,True
40434,False
40435,False
40436,False
40437,True
40438,True
40439,False
40440,True
40441,True
40442,False
40443,False
40444,True
40445,False
40446,False
40447,False
40448,True
40449,False
40450,False
40451,True
40452,True
40453,False
40454,False
40455,True
40456,False
40457,False
40458,True
40459,False
40460,False
40461,False
40462,True
40463,False
40464,False
40465,False
40466,False
40467,False
40468,False
40469,False
40470,False
40471,False
40472,True
40473,True
40474,False
40475,False
40476,False
40477,False
40478,False
40479,True
40480,False
40481,False
40482,False
40483,False
40484,False
40485,True
40486,False
40487,True
40488,False
40489,False
40490,False
40491,True
40492,False
40493,False
40494,True
40495,False
40496,False
40497,False
40498,False
40499,False
40500,False
40501,True
40502,False
40503,False
40504,False
40505,False
40506,True
40507,False
40508,False
40509,False
40510,False
40511,False
40512,True
40513,False
40514,False
40515,False
40516,False
40517,True
40518,True
40519,False
40520,False
40521,False
40522,True
40523,False
40524,True
40525,False
40526,True
40527,False
40528,False
40529,True
40530,False
40531,False
40532,True
40533,False
40534,True
40535,True
40536,False
40537,True
40538,True
40539,False
40540,False
40541,False
40542,True
40543,False
40544,False
40545,False
40546,False
40547,True
40548,False
40549,True
40550,False
40551,True
40552,False
40553,False
40554,False
40555,False
40556,False
40557,True
40558,False
40559,False
40560,True
40561,False
40562,False
40563,False
40564,False
40565,True
40566,False
40567,False
40568,False
40569,False
40570,False
40571,False
40572,False
40573,False
40574,False
40575,True
40576,True
40577,False
40578,False
40579,False
40580,True
40581,False
40582,False
40583,True
40584,False
40585,True
40586,True
40587,False
40588,True
40589,False
40590,True
40591,True
40592,True
40593,False
40594,False
40595,False
40596,False
40597,False
40598,False
40599,False
40600,False
40601,True
40602,False
40603,True
40604,False
40605,False
40606,False
40607,False
40608,False
40609,False
40610,False
40611,False
40612,True
40613,True
40614,False
40615,False
40616,False
40617,False
40618,True
40619,False
40620,False
40621,True
40622,True
40623,True
40624,False
40625,False
40626,False
40627,False
40628,False
40629,False
40630,False
40631,True
40632,False
40633,True
40634,False
40635,False
40636,False
40637,False
40638,True
40639,False
40640,False
40641,False
40642,False
40643,False
40644,False
40645,False
40646,False
40647,True
40648,False
40649,False
40650,False
40651,False
40652,True
40653,False
40654,False
40655,False
40656,False
40657,False
40658,False
40659,True
40660,False
40661,True
40662,True
40663,False
40664,False
40665,False
40666,False
40667,False
40668,False
40669,True
40670,False
40671,False
40672,False
40673,False
40674,True
40675,False
40676,False
40677,True
40678,False
40679,True
40680,False
40681,False
40682,False
40683,False
40684,False
40685,True
40686,True
40687,True
40688,False
40689,False
40690,False
40691,False
40692,True
40693,False
40694,False
40695,False
40696,True
40697,False
40698,False
40699,True
40700,False
40701,False
40702,False
40703,False
40704,False
40705,True
40706,True
40707,True
40708,True
40709,False
40710,True
40711,True
40712,False
40713,True
40714,True
40715,False
40716,True
40717,True
40718,True
40719,False
40720,False
40721,False
40722,False
40723,False
40724,True
40725,True
40726,False
40727,False
40728,False
40729,False
40730,True
40731,True
40732,False
40733,False
40734,True
40735,False
40736,False
40737,False
40738,False
40739,False
40740,True
40741,True
40742,False
40743,True
40744,True
40745,True
40746,False
40747,True
40748,True
40749,False
40750,False
40751,True
40752,False
40753,True
40754,False
40755,True
40756,True
40757,False
40758,False
40759,False
40760,True
40761,False
40762,False
40763,False
40764,True
40765,False
40766,False
40767,False
40768,False
40769,True
40770,False
40771,True
40772,False
40773,False
40774,False
40775,False
40776,True
40777,False
40778,True
40779,False
40780,False
40781,True
40782,False
40783,True
40784,False
40785,False
40786,False
40787,True
40788,False
40789,True
40790,False
40791,False
40792,True
40793,True
40794,False
40795,True
40796,True
40797,False
40798,False
40799,False
40800,False
40801,True
40802,False
40803,True
40804,False
40805,False
40806,False
40807,False
40808,True
40809,False
40810,False
40811,False
40812,False
40813,False
40814,True
40815,False
40816,False
40817,False
40818,False
40819,False
40820,False
40821,True
40822,False
40823,False
40824,False
40825,False
40826,False
40827,False
40828,True
40829,False
40830,False
40831,True
40832,True
40833,False
40834,False
40835,True
40836,False
40837,False
40838,True
40839,False
40840,False
40841,False
40842,True
40843,True
40844,True
40845,False
40846,False
40847,True
40848,True
40849,False
40850,True
40851,True
40852,False
40853,False
40854,True
40855,False
40856,True
40857,True
40858,False
40859,False
40860,True
40861,True
40862,True
40863,False
40864,True
40865,True
40866,False
40867,False
40868,False
40869,True
40870,False
40871,False
40872,False
40873,True
40874,False
40875,True
40876,False
40877,True
40878,False
40879,False
40880,False
40881,True
40882,False
40883,False
40884,True
40885,False
40886,False
40887,False
40888,False
40889,False
40890,True
40891,False
40892,True
40893,True
40894,False
40895,False
40896,False
40897,True
40898,False
40899,False
40900,False
40901,False
40902,False
40903,False
40904,False
40905,False
40906,True
40907,False
40908,False
40909,False
40910,False
40911,True
40912,False
40913,True
40914,False
40915,False
40916,True
40917,False
40918,True
40919,False
40920,True
40921,False
40922,False
40923,True
40924,False
40925,False
40926,False
40927,False
40928,False
40929,False
40930,False
40931,False
40932,True
40933,False
40934,False
40935,False
40936,True
40937,False
40938,False
40939,False
40940,False
40941,True
40942,True
40943,False
40944,False
40945,False
40946,False
40947,True
40948,True
40949,True
40950,False
40951,False
40952,False
40953,True
40954,True
40955,False
40956,True
40957,False
40958,False
40959,True
40960,False
40961,False
40962,False
40963,False
40964,False
40965,False
40966,False
40967,True
40968,False
40969,True
40970,False
40971,True
40972,False
40973,False
40974,False
40975,False
40976,True
40977,True
40978,False
40979,False
40980,False
40981,False
40982,False
40983,True
40984,False
40985,False
40986,True
40987,False
40988,True
40989,False
40990,False
40991,True
40992,False
40993,False
40994,False
40995,False
40996,True
40997,False
40998,False
40999,True
41000,False
41001,False
41002,False
41003,False
41004,True
41005,True
41006,True
41007,False
41008,False
41009,False
41010,False
41011,False
41012,True
41013,False
41014,True
41015,False
41016,True
41017,True
41018,False
41019,False
41020,False
41021,False
41022,False
41023,False
41024,False
41025,True
41026,False
41027,False
41028,True
41029,False
41030,False
41031,True
41032,True
41033,True
41034,True
41035,False
41036,False
41037,False
41038,False
41039,False
41040,True
41041,False
41042,True
41043,False
41044,True
41045,False
41046,False
41047,True
41048,False
41049,False
41050,True
41051,False
41052,False
41053,True
41054,True
41055,True
41056,False
41057,False
41058,True
41059,False
41060,False
41061,False
41062,False
41063,True
41064,False
41065,True
41066,True
41067,False
41068,False
41069,False
41070,True
41071,False
41072,False
41073,True
41074,False
41075,True
41076,False
41077,True
41078,False
41079,False
41080,True
41081,False
41082,False
41083,False
41084,False
41085,False
41086,True
41087,False
41088,False
41089,False
41090,False
41091,False
41092,False
41093,False
41094,True
41095,False
41096,True
41097,False
41098,False
41099,False
41100,True
41101,False
41102,True
41103,False
41104,False
41105,False
41106,True
41107,True
41108,True
41109,False
41110,False
41111,False
41112,False
41113,True
41114,True
41115,False
41116,False
41117,True
41118,False
41119,False
41120,True
41121,True
41122,False
41123,False
41124,False
41125,False
41126,False
41127,False
41128,False
41129,False
41130,False
41131,False
41132,True
41133,True
41134,False
41135,True
41136,True
41137,False
41138,True
41139,False
41140,False
41141,False
41142,False
41143,False
41144,False
41145,False
41146,False
41147,False
41148,False
41149,False
41150,False
41151,False
41152,False
41153,False
41154,False
41155,False
41156,False
41157,False
41158,False
41159,True
41160,True
41161,False
41162,False
41163,False
41164,False
41165,False
41166,False
41167,False
41168,True
41169,False
41170,False
41171,False
41172,True
41173,False
41174,False
41175,False
41176,False
41177,False
41178,False
41179,True
41180,False
41181,True
41182,False
41183,False
41184,False
41185,False
41186,False
41187,False
41188,False
41189,False
41190,False
41191,False
41192,False
41193,False
41194,False
41195,False
41196,False
41197,False
41198,False
41199,False
41200,True
41201,False
41202,False
41203,False
41204,False
41205,False
41206,False
41207,False
41208,False
41209,False
41210,False
41211,False
41212,True
41213,False
41214,False
41215,False
41216,False
41217,False
41218,False
41219,False
41220,False
41221,False
41222,True
41223,False
41224,False
41225,True
41226,False
41227,True
41228,False
41229,False
41230,False
41231,False
41232,False
41233,True
41234,False
41235,False
41236,False
41237,False
41238,False
41239,True
41240,False
41241,True
41242,True
41243,False
41244,False
41245,True
41246,False
41247,False
41248,True
41249,False
41250,False
41251,False
41252,True
41253,False
41254,False
41255,True
41256,False
41257,True
41258,True
41259,False
41260,False
41261,True
41262,True
41263,False
41264,False
41265,True
41266,True
41267,False
41268,True
41269,False
41270,False
41271,True
41272,True
41273,False
41274,True
41275,True
41276,False
41277,False
41278,False
41279,False
41280,False
41281,False
41282,False
41283,False
41284,False
41285,False
41286,False
41287,False
41288,False
41289,True
41290,False
41291,False
41292,False
41293,False
41294,True
41295,True
41296,False
41297,True
41298,False
41299,False
41300,True
41301,False
41302,False
41303,False
41304,True
41305,False
41306,False
41307,True
41308,False
41309,False
41310,True
41311,False
41312,True
41313,False
41314,True
41315,True
41316,True
41317,False
41318,False
41319,False
41320,False
41321,False
41322,False
41323,False
41324,False
41325,False
41326,True
41327,False
41328,False
41329,True
41330,True
41331,False
41332,False
41333,False
41334,False
41335,True
41336,False
41337,True
41338,False
41339,False
41340,True
